Deck Name,Card Name,Quantity,Type
Gholdengo,Irida ASR 147,3,Trainer
Gholdengo,Ciphermaniac's Codebreaking TEF 145,3,Trainer
Gholdengo,Boss's Orders PAL 172,2,Trainer
Gholdengo,Iono PAL 185,1,Trainer
Gholdengo,Nest Ball SVI 181,4,Trainer
Gholdengo,Buddy-Buddy Poffin TEF 144,4,Trainer
Gholdengo,Superior Energy Retrieval PAL 189,4,Trainer
Gholdengo,Night Stretcher SFA 61,3,Trainer
Gholdengo,Ultra Ball SVI 196,2,Trainer
Gholdengo,Switch SVI 194,1,Trainer
Gholdengo,Hisuian Heavy Ball ASR 146,1,Trainer
Gholdengo,Earthen Vessel PAR 163,1,Trainer
Gholdengo,Energy Search Pro SSP 176,1,Trainer
Gholdengo,Counter Catcher PAR 160,1,Trainer
Gholdengo,Rare Candy SVI 191,1,Trainer
Gholdengo,Canceling Cologne ASR 136,1,Trainer
Gholdengo,PokéStop PGO 68,1,Trainer
Gholdengo,Metal Energy SVE 16,3,Energy
Gholdengo,Water Energy SVE 11,3,Energy
Gholdengo,Fire Energy SVE 10,1,Energy
Gholdengo,Lightning Energy SVE 12,1,Energy
Gholdengo,Grass Energy SVE 9,1,Energy
Gholdengo,Darkness Energy SVE 15,1,Energy
Gholdengo,Psychic Energy SVE 13,1,Energy
Gholdengo,Fighting Energy SVE 14,1,Energy
Cards,"14 Pokemon, 34 Trainer, 12 Energy",,
Gholdengo,Gimmighoul SSP 97,3,Pokemon
Gholdengo,Gimmighoul PAR 88,1,Pokemon
Gholdengo,Gholdengo ex PAR 139,4,Pokemon
Gholdengo,Togepi ASR 55,1,Pokemon
Gholdengo,Togekiss SSP 72,1,Pokemon
Gholdengo,Fezandipiti ex SFA 38,1,Pokemon
Gholdengo,Radiant Greninja ASR 46,1,Pokemon
Gholdengo,Manaphy BRS 41,1,Pokemon
Gholdengo,Ciphermaniac's Codebreaking TEF 145,3,Trainer
Gholdengo,Irida ASR 147,3,Trainer
Gholdengo,Boss's Orders PAL 172,2,Trainer
Gholdengo,Iono PAL 185,1,Trainer
Gholdengo,Buddy-Buddy Poffin TEF 144,4,Trainer
Gholdengo,Superior Energy Retrieval PAL 189,4,Trainer
Gholdengo,Night Stretcher SFA 61,4,Trainer
Gholdengo,Ultra Ball SVI 196,3,Trainer
Gholdengo,Nest Ball SVI 181,3,Trainer
Gholdengo,Rare Candy SVI 191,2,Trainer
Gholdengo,Energy Search Pro SSP 176,1,Trainer
Gholdengo,Earthen Vessel PAR 163,1,Trainer
Gholdengo,Energy Retrieval SVI 171,1,Trainer
Gholdengo,Counter Catcher PAR 160,1,Trainer
Gholdengo,Switch SVI 194,1,Trainer
Gholdengo,PokéStop PGO 68,3,Trainer
Gholdengo,Metal Energy SVE 16,3,Energy
Gholdengo,Fire Energy SVE 10,1,Energy
Gholdengo,Water Energy SVE 11,1,Energy
Gholdengo,Darkness Energy SVE 15,1,Energy
Gholdengo,Grass Energy SVE 9,1,Energy
Gholdengo,Psychic Energy SVE 13,1,Energy
Gholdengo,Fighting Energy SVE 14,1,Energy
Gholdengo,Lightning Energy SVE 12,1,Energy
Cards,"13 Pokemon, 37 Trainer, 10 Energy",,
Gholdengo,Gimmighoul SSP 97,4,Pokemon
Gholdengo,Gholdengo ex PAR 139,4,Pokemon
Gholdengo,Togepi ASR 55,1,Pokemon
Gholdengo,Togekiss SSP 72,1,Pokemon
Gholdengo,Spiritomb PAL 89,1,Pokemon
Gholdengo,Fezandipiti ex SFA 38,1,Pokemon
Gholdengo,Iron Bundle PAR 56,1,Pokemon
Gholdengo,Radiant Greninja ASR 46,1,Pokemon
Gholdengo,Ciphermaniac's Codebreaking TEF 145,3,Trainer
Gholdengo,Irida ASR 147,2,Trainer
Gholdengo,Boss's Orders PAL 172,1,Trainer
Gholdengo,Roxanne ASR 150,1,Trainer
Gholdengo,Buddy-Buddy Poffin TEF 144,4,Trainer
Gholdengo,Superior Energy Retrieval PAL 189,4,Trainer
Gholdengo,Nest Ball SVI 181,3,Trainer
Gholdengo,Night Stretcher SFA 61,3,Trainer
Gholdengo,Ultra Ball SVI 196,2,Trainer
Gholdengo,Rare Candy SVI 191,2,Trainer
Gholdengo,Hisuian Heavy Ball ASR 146,1,Trainer
Gholdengo,Energy Retrieval SVI 171,1,Trainer
Gholdengo,Canceling Cologne ASR 136,1,Trainer
Gholdengo,Lost Vacuum LOR 162,1,Trainer
Gholdengo,Pal Pad SVI 182,1,Trainer
Gholdengo,Counter Catcher PAR 160,1,Trainer
Gholdengo,Earthen Vessel PAR 163,1,Trainer
Gholdengo,Energy Search Pro SSP 176,1,Trainer
Gholdengo,PokéStop PGO 68,3,Trainer
Gholdengo,Metal Energy SVE 16,3,Energy
Gholdengo,Grass Energy SVE 9,1,Energy
Gholdengo,Water Energy SVE 11,1,Energy
Gholdengo,Fire Energy SVE 10,1,Energy
Gholdengo,Darkness Energy SVE 15,1,Energy
Gholdengo,Psychic Energy SVE 13,1,Energy
Gholdengo,Lightning Energy SVE 12,1,Energy
Gholdengo,Fighting Energy SVE 14,1,Energy
Cards,"14 Pokemon, 36 Trainer, 10 Energy",,
Gholdengo,Gimmighoul SSP 97,4,Pokemon
Gholdengo,Gholdengo ex PAR 139,4,Pokemon
Gholdengo,Origin Forme Palkia V ASR 39,1,Pokemon
Gholdengo,Origin Forme Palkia VSTAR ASR 40,1,Pokemon
Gholdengo,Togepi ASR 55,1,Pokemon
Gholdengo,Togekiss SSP 72,1,Pokemon
Gholdengo,Fezandipiti ex SFA 38,1,Pokemon
Gholdengo,Radiant Greninja ASR 46,1,Pokemon
Gholdengo,Manaphy BRS 41,1,Pokemon
Gholdengo,Irida ASR 147,3,Trainer
Gholdengo,Ciphermaniac's Codebreaking TEF 145,3,Trainer
Gholdengo,Boss's Orders PAL 172,2,Trainer
Gholdengo,Iono PAL 185,1,Trainer
Gholdengo,Buddy-Buddy Poffin TEF 144,4,Trainer
Gholdengo,Nest Ball SVI 181,4,Trainer
Gholdengo,Superior Energy Retrieval PAL 189,4,Trainer
Gholdengo,Ultra Ball SVI 196,2,Trainer
Gholdengo,Night Stretcher SFA 61,2,Trainer
Gholdengo,Energy Retrieval SVI 171,1,Trainer
Gholdengo,Earthen Vessel PAR 163,1,Trainer
Gholdengo,Rare Candy SVI 191,1,Trainer
Gholdengo,Counter Catcher PAR 160,1,Trainer
Gholdengo,Canceling Cologne ASR 136,1,Trainer
Gholdengo,Hisuian Heavy Ball ASR 146,1,Trainer
Gholdengo,Energy Search Pro SSP 176,1,Trainer
Gholdengo,PokéStop PGO 68,2,Trainer
Gholdengo,Metal Energy SVE 16,3,Energy
Gholdengo,Water Energy SVE 11,3,Energy
Gholdengo,Psychic Energy SVE 13,1,Energy
Gholdengo,Grass Energy SVE 9,1,Energy
Gholdengo,Darkness Energy SVE 15,1,Energy
Gholdengo,Fire Energy SVE 10,1,Energy
Gholdengo,Fighting Energy SVE 14,1,Energy
Cards,"15 Pokemon, 34 Trainer, 11 Energy",,
Gholdengo,Gimmighoul SSP 97,4,Pokemon
Gholdengo,Gholdengo ex PAR 139,4,Pokemon
Gholdengo,Togepi ASR 55,2,Pokemon
Gholdengo,Togekiss SSP 72,2,Pokemon
Gholdengo,Fezandipiti ex SFA 38,1,Pokemon
Gholdengo,Radiant Greninja ASR 46,1,Pokemon
Gholdengo,Manaphy BRS 41,1,Pokemon
Gholdengo,Iron Bundle PAR 56,1,Pokemon
Gholdengo,Spiritomb PAL 89,1,Pokemon
Gholdengo,Irida ASR 147,3,Trainer
Gholdengo,Ciphermaniac's Codebreaking TEF 145,3,Trainer
Gholdengo,Boss's Orders PAL 172,2,Trainer
Gholdengo,Buddy-Buddy Poffin TEF 144,4,Trainer
Gholdengo,Night Stretcher SFA 61,4,Trainer
Gholdengo,Superior Energy Retrieval PAL 189,4,Trainer
Gholdengo,Nest Ball SVI 181,3,Trainer
Gholdengo,Ultra Ball SVI 196,2,Trainer
Gholdengo,Rare Candy SVI 191,2,Trainer
Gholdengo,Lost Vacuum LOR 162,1,Trainer
Gholdengo,Counter Catcher PAR 160,1,Trainer
Gholdengo,Energy Search Pro SSP 176,1,Trainer
Gholdengo,Earthen Vessel PAR 163,1,Trainer
Gholdengo,PokéStop PGO 68,2,Trainer
Gholdengo,Metal Energy SVE 16,3,Energy
Gholdengo,Grass Energy SVE 9,1,Energy
Gholdengo,Fire Energy SVE 10,1,Energy
Gholdengo,Water Energy SVE 11,1,Energy
Gholdengo,Lightning Energy SVE 12,1,Energy
Gholdengo,Psychic Energy SVE 13,1,Energy
Gholdengo,Fighting Energy SVE 14,1,Energy
Gholdengo,Darkness Energy SVE 15,1,Energy
Cards,"17 Pokemon, 33 Trainer, 10 Energy",,
Gholdengo,Gimmighoul SSP 97,4,Pokemon
Gholdengo,Gholdengo ex PAR 139,4,Pokemon
Gholdengo,Origin Forme Palkia V ASR 39,1,Pokemon
Gholdengo,Origin Forme Palkia VSTAR ASR 40,1,Pokemon
Gholdengo,Iron Bundle PAR 56,1,Pokemon
Gholdengo,Fezandipiti ex SFA 38,1,Pokemon
Gholdengo,Radiant Greninja ASR 46,1,Pokemon
Gholdengo,Manaphy BRS 41,1,Pokemon
Gholdengo,Irida ASR 147,3,Trainer
Gholdengo,Boss's Orders PAL 172,3,Trainer
Gholdengo,Ciphermaniac's Codebreaking TEF 145,3,Trainer
Gholdengo,Nest Ball SVI 181,4,Trainer
Gholdengo,Superior Energy Retrieval PAL 189,4,Trainer
Gholdengo,Buddy-Buddy Poffin TEF 144,4,Trainer
Gholdengo,Night Stretcher SFA 61,3,Trainer
Gholdengo,Ultra Ball SVI 196,2,Trainer
Gholdengo,Energy Search Pro SSP 176,1,Trainer
Gholdengo,Hisuian Heavy Ball ASR 146,1,Trainer
Gholdengo,Counter Catcher PAR 160,1,Trainer
Gholdengo,Switch SVI 194,1,Trainer
Gholdengo,Canceling Cologne ASR 136,1,Trainer
Gholdengo,Earthen Vessel PAR 163,1,Trainer
Gholdengo,PokéStop PGO 68,2,Trainer
Gholdengo,Water Energy SVE 11,3,Energy
Gholdengo,Metal Energy SVE 16,3,Energy
Gholdengo,Fire Energy SVE 10,1,Energy
Gholdengo,Lightning Energy SVE 12,1,Energy
Gholdengo,Grass Energy SVE 9,1,Energy
Gholdengo,Darkness Energy SVE 15,1,Energy
Gholdengo,Psychic Energy SVE 13,1,Energy
Gholdengo,Fighting Energy SVE 14,1,Energy
Cards,"14 Pokemon, 34 Trainer, 12 Energy",,
Roaring Moon,Roaring Moon ex PAR 124,3,Pokemon
Roaring Moon,Roaring Moon TEF 109,1,Pokemon
Roaring Moon,Koraidon SSP 116,1,Pokemon
Roaring Moon,Pecharunt PR-SV 149,1,Pokemon
Roaring Moon,Pecharunt ex SFA 39,1,Pokemon
Roaring Moon,Fezandipiti ex SFA 38,1,Pokemon
Roaring Moon,Squawkabilly ex PAL 169,1,Pokemon
Roaring Moon,Lumineon V BRS 40,1,Pokemon
Roaring Moon,Iron Bundle PAR 56,1,Pokemon
Roaring Moon,Latias ex SSP 76,1,Pokemon
Roaring Moon,Radiant Greninja ASR 46,1,Pokemon
Roaring Moon,Professor Sada's Vitality PAR 170,4,Trainer
Roaring Moon,Judge SVI 176,1,Trainer
Roaring Moon,Boss's Orders PAL 172,1,Trainer
Roaring Moon,Nest Ball SVI 181,4,Trainer
Roaring Moon,Trekking Shoes ASR 156,4,Trainer
Roaring Moon,Earthen Vessel PAR 163,4,Trainer
Roaring Moon,Dark Patch ASR 139,4,Trainer
Roaring Moon,Pokémon Catcher SVI 187,3,Trainer
Roaring Moon,Ultra Ball SVI 196,3,Trainer
Roaring Moon,Energy Switch SVI 173,2,Trainer
Roaring Moon,Night Stretcher SFA 61,2,Trainer
Roaring Moon,Scramble Switch SSP 186,1,Trainer
Roaring Moon,Pal Pad SVI 182,1,Trainer
Roaring Moon,PokéStop PGO 68,4,Trainer
Roaring Moon,Darkness Energy SVE 15,6,Energy
Roaring Moon,Water Energy SVE 11,3,Energy
Cards,"13 Pokemon, 38 Trainer, 9 Energy",,
Roaring Moon,Roaring Moon ex PAR 124,3,Pokemon
Roaring Moon,Darkrai V ASR 98,1,Pokemon
Roaring Moon,Darkrai VSTAR ASR 99,1,Pokemon
Roaring Moon,Pecharunt ex SFA 39,1,Pokemon
Roaring Moon,Latias ex SSP 76,1,Pokemon
Roaring Moon,Fezandipiti ex SFA 38,1,Pokemon
Roaring Moon,Squawkabilly ex PAL 169,1,Pokemon
Roaring Moon,Koraidon SSP 116,1,Pokemon
Roaring Moon,Roaring Moon TEF 109,1,Pokemon
Roaring Moon,Radiant Greninja ASR 46,1,Pokemon
Roaring Moon,Iron Bundle PAR 56,1,Pokemon
Roaring Moon,Professor Sada's Vitality PAR 170,4,Trainer
Roaring Moon,Iono PAL 185,1,Trainer
Roaring Moon,Boss's Orders PAL 172,1,Trainer
Roaring Moon,Pokémon Catcher SVI 187,4,Trainer
Roaring Moon,Nest Ball SVI 181,4,Trainer
Roaring Moon,Dark Patch ASR 139,4,Trainer
Roaring Moon,Earthen Vessel PAR 163,4,Trainer
Roaring Moon,Trekking Shoes ASR 156,3,Trainer
Roaring Moon,Ultra Ball SVI 196,3,Trainer
Roaring Moon,Night Stretcher SFA 61,3,Trainer
Roaring Moon,Pokégear 3.0 SVI 186,1,Trainer
Roaring Moon,Pal Pad SVI 182,1,Trainer
Roaring Moon,Lost Vacuum LOR 162,1,Trainer
Roaring Moon,Hisuian Heavy Ball ASR 146,1,Trainer
Roaring Moon,Unfair Stamp TWM 165,1,Trainer
Roaring Moon,PokéStop PGO 68,3,Trainer
Roaring Moon,Darkness Energy SVE 15,8,Energy
Cards,"13 Pokemon, 39 Trainer, 8 Energy",,
Roaring Moon,Roaring Moon TEF 109,4,Pokemon
Roaring Moon,Great Tusk TEF 97,3,Pokemon
Roaring Moon,Roaring Moon ex PAR 124,2,Pokemon
Roaring Moon,Koraidon SSP 116,1,Pokemon
Roaring Moon,Iron Bundle PAR 56,1,Pokemon
Roaring Moon,Radiant Greninja ASR 46,1,Pokemon
Roaring Moon,Fezandipiti ex SFA 38,1,Pokemon
Roaring Moon,Pecharunt ex SFA 39,1,Pokemon
Roaring Moon,Professor Sada's Vitality PAR 170,4,Trainer
Roaring Moon,Explorer's Guidance TEF 147,4,Trainer
Roaring Moon,Boss's Orders PAL 172,1,Trainer
Roaring Moon,Nest Ball SVI 181,4,Trainer
Roaring Moon,Earthen Vessel PAR 163,4,Trainer
Roaring Moon,Ultra Ball SVI 196,3,Trainer
Roaring Moon,Dark Patch ASR 139,2,Trainer
Roaring Moon,Night Stretcher SFA 61,2,Trainer
Roaring Moon,Pokégear 3.0 SVI 186,2,Trainer
Roaring Moon,Counter Catcher PAR 160,2,Trainer
Roaring Moon,Super Rod PAL 188,1,Trainer
Roaring Moon,Superior Energy Retrieval PAL 189,1,Trainer
Roaring Moon,Pal Pad SVI 182,1,Trainer
Roaring Moon,Secret Box TWM 163,1,Trainer
Roaring Moon,Ancient Booster Energy Capsule TEF 140,4,Trainer
Roaring Moon,PokéStop PGO 68,3,Trainer
Roaring Moon,Darkness Energy SVE 15,7,Energy
Cards,"14 Pokemon, 39 Trainer, 7 Energy",,
Roaring Moon,Roaring Moon ex PAR 124,3,Pokemon
Roaring Moon,Radiant Greninja ASR 46,1,Pokemon
Roaring Moon,Pecharunt ex SFA 39,1,Pokemon
Roaring Moon,Squawkabilly ex PAL 169,1,Pokemon
Roaring Moon,Roaring Moon TEF 109,1,Pokemon
Roaring Moon,Iron Bundle PAR 56,1,Pokemon
Roaring Moon,Pecharunt PR-SV 149,1,Pokemon
Roaring Moon,Koraidon SSP 116,1,Pokemon
Roaring Moon,Latias ex SSP 76,1,Pokemon
Roaring Moon,Fezandipiti ex SFA 38,1,Pokemon
Roaring Moon,Professor Sada's Vitality PAR 170,4,Trainer
Roaring Moon,Judge SVI 176,2,Trainer
Roaring Moon,Boss's Orders PAL 172,1,Trainer
Roaring Moon,Dark Patch ASR 139,4,Trainer
Roaring Moon,Nest Ball SVI 181,4,Trainer
Roaring Moon,Earthen Vessel PAR 163,4,Trainer
Roaring Moon,Trekking Shoes ASR 156,3,Trainer
Roaring Moon,Pokégear 3.0 SVI 186,3,Trainer
Roaring Moon,Ultra Ball SVI 196,3,Trainer
Roaring Moon,Pokémon Catcher SVI 187,3,Trainer
Roaring Moon,Night Stretcher SFA 61,2,Trainer
Roaring Moon,Prime Catcher TEF 157,1,Trainer
Roaring Moon,Pal Pad SVI 182,1,Trainer
Roaring Moon,PokéStop PGO 68,4,Trainer
Roaring Moon,Darkness Energy SVE 15,9,Energy
Cards,"12 Pokemon, 39 Trainer, 9 Energy",,
Roaring Moon,Roaring Moon ex PAR 124,3,Pokemon
Roaring Moon,Squawkabilly ex PAL 169,2,Pokemon
Roaring Moon,Koraidon SSP 116,1,Pokemon
Roaring Moon,Latias ex SSP 76,1,Pokemon
Roaring Moon,Roaring Moon TEF 109,1,Pokemon
Roaring Moon,Fezandipiti ex SFA 38,1,Pokemon
Roaring Moon,Pecharunt ex SFA 39,1,Pokemon
Roaring Moon,Radiant Greninja ASR 46,1,Pokemon
Roaring Moon,Pecharunt PR-SV 149,1,Pokemon
Roaring Moon,Professor Sada's Vitality PAR 170,4,Trainer
Roaring Moon,Judge SVI 176,2,Trainer
Roaring Moon,Boss's Orders PAL 172,1,Trainer
Roaring Moon,Pokémon Catcher SVI 187,4,Trainer
Roaring Moon,Nest Ball SVI 181,4,Trainer
Roaring Moon,Dark Patch ASR 139,4,Trainer
Roaring Moon,Ultra Ball SVI 196,4,Trainer
Roaring Moon,Earthen Vessel PAR 163,4,Trainer
Roaring Moon,Trekking Shoes ASR 156,3,Trainer
Roaring Moon,Pokégear 3.0 SVI 186,2,Trainer
Roaring Moon,Night Stretcher SFA 61,2,Trainer
Roaring Moon,Pal Pad SVI 182,1,Trainer
Roaring Moon,Unfair Stamp TWM 165,1,Trainer
Roaring Moon,PokéStop PGO 68,3,Trainer
Roaring Moon,Temple of Sinnoh ASR 155,1,Trainer
Roaring Moon,Darkness Energy SVE 15,8,Energy
Cards,"12 Pokemon, 40 Trainer, 8 Energy",,
Roaring Moon,Roaring Moon ex PAR 124,3,Pokemon
Roaring Moon,Roaring Moon TEF 109,2,Pokemon
Roaring Moon,Koraidon SSP 116,2,Pokemon
Roaring Moon,Radiant Greninja ASR 46,1,Pokemon
Roaring Moon,Latias ex SSP 76,1,Pokemon
Roaring Moon,Fezandipiti ex SFA 38,1,Pokemon
Roaring Moon,Pecharunt ex SFA 39,1,Pokemon
Roaring Moon,Squawkabilly ex PAL 169,1,Pokemon
Roaring Moon,Professor Sada's Vitality PAR 170,4,Trainer
Roaring Moon,Boss's Orders PAL 172,2,Trainer
Roaring Moon,Judge SVI 176,1,Trainer
Roaring Moon,Dark Patch ASR 139,4,Trainer
Roaring Moon,Earthen Vessel PAR 163,4,Trainer
Roaring Moon,Nest Ball SVI 181,4,Trainer
Roaring Moon,Pokémon Catcher SVI 187,4,Trainer
Roaring Moon,Trekking Shoes ASR 156,3,Trainer
Roaring Moon,Ultra Ball SVI 196,3,Trainer
Roaring Moon,Night Stretcher SFA 61,2,Trainer
Roaring Moon,Pokégear 3.0 SVI 186,2,Trainer
Roaring Moon,Pal Pad SVI 182,1,Trainer
Roaring Moon,Prime Catcher TEF 157,1,Trainer
Roaring Moon,PokéStop PGO 68,4,Trainer
Roaring Moon,Darkness Energy SVE 15,9,Energy
Cards,"12 Pokemon, 39 Trainer, 9 Energy",,
Roaring Moon,Roaring Moon ex PAR 124,3,Pokemon
Roaring Moon,Darkrai V ASR 98,1,Pokemon
Roaring Moon,Darkrai VSTAR ASR 99,1,Pokemon
Roaring Moon,Roaring Moon TEF 109,1,Pokemon
Roaring Moon,Squawkabilly ex PAL 169,1,Pokemon
Roaring Moon,Fezandipiti ex SFA 38,1,Pokemon
Roaring Moon,Lumineon V BRS 40,1,Pokemon
Roaring Moon,Pecharunt PR-SV 149,1,Pokemon
Roaring Moon,Pecharunt ex SFA 39,1,Pokemon
Roaring Moon,Radiant Greninja ASR 46,1,Pokemon
Roaring Moon,Latias ex SSP 76,1,Pokemon
Roaring Moon,Koraidon SSP 116,1,Pokemon
Roaring Moon,Professor Sada's Vitality PAR 170,4,Trainer
Roaring Moon,Judge SVI 176,2,Trainer
Roaring Moon,Boss's Orders PAL 172,1,Trainer
Roaring Moon,Nest Ball SVI 181,4,Trainer
Roaring Moon,Earthen Vessel PAR 163,4,Trainer
Roaring Moon,Dark Patch ASR 139,4,Trainer
Roaring Moon,Pokémon Catcher SVI 187,3,Trainer
Roaring Moon,Trekking Shoes ASR 156,3,Trainer
Roaring Moon,Ultra Ball SVI 196,3,Trainer
Roaring Moon,Night Stretcher SFA 61,2,Trainer
Roaring Moon,Pal Pad SVI 182,1,Trainer
Roaring Moon,Enhanced Hammer TWM 148,1,Trainer
Roaring Moon,Prime Catcher TEF 157,1,Trainer
Roaring Moon,PokéStop PGO 68,4,Trainer
Roaring Moon,Darkness Energy SVE 15,9,Energy
Cards,"14 Pokemon, 37 Trainer, 9 Energy",,
Roaring Moon,Roaring Moon ex PAR 124,3,Pokemon
Roaring Moon,Roaring Moon TEF 109,1,Pokemon
Roaring Moon,Radiant Greninja ASR 46,1,Pokemon
Roaring Moon,Pecharunt PR-SV 149,1,Pokemon
Roaring Moon,Pecharunt ex SFA 39,1,Pokemon
Roaring Moon,Latias ex SSP 76,1,Pokemon
Roaring Moon,Squawkabilly ex PAL 169,1,Pokemon
Roaring Moon,Iron Bundle PAR 56,1,Pokemon
Roaring Moon,Koraidon SSP 116,1,Pokemon
Roaring Moon,Fezandipiti ex SFA 38,1,Pokemon
Roaring Moon,Professor Sada's Vitality PAR 170,4,Trainer
Roaring Moon,Judge SVI 176,1,Trainer
Roaring Moon,Boss's Orders PAL 172,1,Trainer
Roaring Moon,Nest Ball SVI 181,4,Trainer
Roaring Moon,Ultra Ball SVI 196,4,Trainer
Roaring Moon,Dark Patch ASR 139,4,Trainer
Roaring Moon,Earthen Vessel PAR 163,4,Trainer
Roaring Moon,Pokémon Catcher SVI 187,3,Trainer
Roaring Moon,Trekking Shoes ASR 156,3,Trainer
Roaring Moon,Energy Switch SVI 173,2,Trainer
Roaring Moon,Night Stretcher SFA 61,2,Trainer
Roaring Moon,Pokégear 3.0 SVI 186,2,Trainer
Roaring Moon,Prime Catcher TEF 157,1,Trainer
Roaring Moon,Pal Pad SVI 182,1,Trainer
Roaring Moon,PokéStop PGO 68,4,Trainer
Roaring Moon,Darkness Energy SVE 15,8,Energy
Cards,"12 Pokemon, 40 Trainer, 8 Energy",,
Roaring Moon,Roaring Moon ex PAR 124,3,Pokemon
Roaring Moon,Roaring Moon TEF 109,2,Pokemon
Roaring Moon,Squawkabilly ex PAL 169,2,Pokemon
Roaring Moon,Mew ex MEW 151,1,Pokemon
Roaring Moon,Pecharunt ex SFA 39,1,Pokemon
Roaring Moon,Latias ex SSP 76,1,Pokemon
Roaring Moon,Fezandipiti ex SFA 38,1,Pokemon
Roaring Moon,Radiant Greninja ASR 46,1,Pokemon
Roaring Moon,Koraidon SSP 116,1,Pokemon
Roaring Moon,Professor Sada's Vitality PAR 170,4,Trainer
Roaring Moon,Iono PAL 185,1,Trainer
Roaring Moon,Boss's Orders PAL 172,1,Trainer
Roaring Moon,Earthen Vessel PAR 163,4,Trainer
Roaring Moon,Nest Ball SVI 181,4,Trainer
Roaring Moon,Ultra Ball SVI 196,4,Trainer
Roaring Moon,Dark Patch ASR 139,4,Trainer
Roaring Moon,Pokémon Catcher SVI 187,3,Trainer
Roaring Moon,Trekking Shoes ASR 156,2,Trainer
Roaring Moon,Pokégear 3.0 SVI 186,2,Trainer
Roaring Moon,Night Stretcher SFA 61,2,Trainer
Roaring Moon,Secret Box TWM 163,1,Trainer
Roaring Moon,Pal Pad SVI 182,1,Trainer
Roaring Moon,Energy Switch SVI 173,1,Trainer
Roaring Moon,Ancient Booster Energy Capsule TEF 140,2,Trainer
Roaring Moon,PokéStop PGO 68,3,Trainer
Roaring Moon,Darkness Energy SVE 15,8,Energy
Cards,"13 Pokemon, 39 Trainer, 8 Energy",,
Roaring Moon,Roaring Moon ex PAR 124,3,Pokemon
Roaring Moon,Fezandipiti ex SFA 38,1,Pokemon
Roaring Moon,Squawkabilly ex PAL 169,1,Pokemon
Roaring Moon,Latias ex SSP 76,1,Pokemon
Roaring Moon,Radiant Greninja ASR 46,1,Pokemon
Roaring Moon,Pecharunt ex SFA 39,1,Pokemon
Roaring Moon,Pecharunt PR-SV 149,1,Pokemon
Roaring Moon,Koraidon SSP 116,1,Pokemon
Roaring Moon,Roaring Moon TEF 109,1,Pokemon
Roaring Moon,Iron Bundle PAR 56,1,Pokemon
Roaring Moon,Professor Sada's Vitality PAR 170,4,Trainer
Roaring Moon,Judge SVI 176,2,Trainer
Roaring Moon,Boss's Orders PAL 172,1,Trainer
Roaring Moon,Dark Patch ASR 139,4,Trainer
Roaring Moon,Trekking Shoes ASR 156,4,Trainer
Roaring Moon,Earthen Vessel PAR 163,4,Trainer
Roaring Moon,Ultra Ball SVI 196,4,Trainer
Roaring Moon,Nest Ball SVI 181,4,Trainer
Roaring Moon,Pokémon Catcher SVI 187,3,Trainer
Roaring Moon,Night Stretcher SFA 61,2,Trainer
Roaring Moon,Prime Catcher TEF 157,1,Trainer
Roaring Moon,Pal Pad SVI 182,1,Trainer
Roaring Moon,Pokégear 3.0 SVI 186,1,Trainer
Roaring Moon,PokéStop PGO 68,4,Trainer
Roaring Moon,Darkness Energy SVE 15,9,Energy
Cards,"12 Pokemon, 39 Trainer, 9 Energy",,
Pidgeot Control,Pidgey OBF 162,2,Pokemon
Pidgeot Control,Pidgeot ex OBF 164,2,Pokemon
Pidgeot Control,Rotom V LOR 58,2,Pokemon
Pidgeot Control,Toedscool PAR 16,1,Pokemon
Pidgeot Control,Toedscruel PAR 17,1,Pokemon
Pidgeot Control,Wellspring Mask Ogerpon ex TWM 64,1,Pokemon
Pidgeot Control,Mawile LOR 71,1,Pokemon
Pidgeot Control,Fezandipiti ex SFA 38,1,Pokemon
Pidgeot Control,Lumineon V BRS 40,1,Pokemon
Pidgeot Control,Bloodmoon Ursaluna ex TWM 141,1,Pokemon
Pidgeot Control,Black Kyurem ex SSP 48,1,Pokemon
Pidgeot Control,Mimikyu PAL 97,1,Pokemon
Pidgeot Control,Genesect SFA 40,1,Pokemon
Pidgeot Control,Regieleki ASR 51,1,Pokemon
Pidgeot Control,Luxray V ASR 50,1,Pokemon
Pidgeot Control,Arven OBF 186,4,Trainer
Pidgeot Control,Boss's Orders PAL 172,2,Trainer
Pidgeot Control,Penny SVI 183,2,Trainer
Pidgeot Control,Miss Fortune Sisters LOR 164,1,Trainer
Pidgeot Control,Eri TEF 146,1,Trainer
Pidgeot Control,Thorton LOR 167,1,Trainer
Pidgeot Control,Roseanne's Backup BRS 148,1,Trainer
Pidgeot Control,Xerosic's Machinations SFA 64,1,Trainer
Pidgeot Control,Erika's Invitation MEW 160,1,Trainer
Pidgeot Control,Iono PAL 185,1,Trainer
Pidgeot Control,Nest Ball SVI 181,4,Trainer
Pidgeot Control,Ultra Ball SVI 196,3,Trainer
Pidgeot Control,Rare Candy SVI 191,2,Trainer
Pidgeot Control,Pal Pad SVI 182,2,Trainer
Pidgeot Control,Counter Catcher PAR 160,2,Trainer
Pidgeot Control,Night Stretcher SFA 61,1,Trainer
Pidgeot Control,Hisuian Heavy Ball ASR 146,1,Trainer
Pidgeot Control,Lost Vacuum LOR 162,1,Trainer
Pidgeot Control,Switch Cart ASR 154,1,Trainer
Pidgeot Control,Secret Box TWM 163,1,Trainer
